supplier_id,name,category,country,onboarded_date,years_in_business,tier,on_time_delivery_rate,avg_delivery_delay_days,defect_rate,order_volume_monthly,fulfillment_rate,return_rate,payment_delay_days,credit_score,debt_to_equity,current_ratio,revenue_growth_pct,cash_runway_months,complaints_last_90d,contract_renewal_rate,quality_audit_score,defaulted
HIST-00138,Nakatomi Worldwide 0138,Raw Materials,Turkey,2024-01-20,9.6,1,0.881,4.1,0.0601,4853,0.844,0.0462,13.4,695,0.05,1.46,1.7,0.5,2,0.874,83.9,0
HIST-00139,Weyland LLC 0139,Raw Materials,Poland,2023-01-25,42.5,1,0.998,1.7,0.0339,2049,0.908,0.0256,0.8,732,1.14,1.57,-5.4,10.2,0,0.87,81.6,0
HIST-00140,Vandelay LLC 0140,Food,Brazil,2024-07-11,12.8,2,0.747,6.1,0.0607,4539,0.833,0.1425,4.8,627,2.19,1.27,-2.4,3.7,7,0.688,78.4,0
HIST-00141,Pied Piper Group 0141,Machinery,USA,2019-04-13,12.2,3,0.931,3.3,0.0288,2617,0.926,0.0346,15.7,784,1.17,2.67,7.4,16.7,1,1.0,90.1,0
HIST-00142,Stark Manufacturing 0142,Logistics,Brazil,2019-09-07,12.4,2,0.772,2.8,0.0416,2873,0.81,0.1507,5.2,678,0.63,0.82,-5.8,5.6,0,0.85,89.7,0
HIST-00143,Cortex Limited 0143,Food,Vietnam,2021-12-08,24.6,1,0.836,0.7,0.011,2562,0.923,0.0328,7.5,736,1.15,1.02,0.4,5.4,5,0.823,85.2,0
HIST-00144,Pied Piper Industries 0144,Chemicals,Poland,2019-07-20,12.6,2,0.817,9.1,0.0263,2381,0.925,0.0755,6.2,659,1.03,1.07,4.6,4.9,6,0.673,71.1,0
HIST-00145,Mifflin Corp 0145,Packaging,Brazil,2021-08-05,8.2,3,0.758,15.4,0.0285,2062,0.81,0.0321,4.5,653,1.68,1.63,3.6,1.2,5,0.782,80.4,0
HIST-00146,Umbrella Supply Co 0146,Chemicals,Vietnam,2023-04-15,4.5,1,0.941,0.9,0.0545,8129,0.806,0.0641,13.4,663,1.94,1.04,5.2,6.7,3,0.779,71.9,0
HIST-00147,Pinnacle Corp 0147,Textiles,Mexico,2019-10-04,30.8,3,0.898,5.8,0.0048,1903,0.982,0.0149,0.0,818,0.73,1.86,7.5,12.4,1,0.899,87.6,0
HIST-00148,Bugle International 0148,Raw Materials,Japan,2023-03-24,24.5,3,0.787,1.7,0.0455,3373,0.827,0.0415,20.3,692,0.46,1.92,4.9,4.8,4,0.704,81.0,0
HIST-00149,Wayne Tech Holdings 0149,Packaging,Mexico,2019-11-12,28.0,2,1.0,2.1,0.0503,3713,0.864,0.0574,16.3,850,0.55,1.92,12.7,15.8,0,1.0,96.4,0
HIST-00150,Wayne Holdings 0150,Logistics,Vietnam,2018-11-21,10.6,3,0.793,1.4,0.0339,6070,0.906,0.11,9.8,694,0.92,1.61,-2.5,11.8,3,0.852,83.1,0
HIST-00151,Bluth Limited 0151,Packaging,Turkey,2020-10-08,4.8,2,0.812,1.4,0.0462,2290,0.972,0.0733,3.4,687,0.05,1.86,-1.1,0.5,1,0.77,65.7,0
HIST-00152,Vandelay Supply Co 0152,Packaging,USA,2019-08-23,13.3,3,0.81,1.6,0.0323,5138,0.872,0.0726,26.0,664,0.39,1.31,8.5,6.8,4,0.689,85.1,0
HIST-00153,Roxxon LLC 0153,Food,Poland,2019-02-13,5.6,2,0.795,2.2,0.0193,3883,0.885,0.049,4.9,606,1.35,1.48,0.9,6.6,7,0.72,70.7,0
HIST-00154,Summit LLC 0154,Textiles,Japan,2019-05-31,7.8,2,0.904,6.0,0.019,3386,0.914,0.023,8.6,622,0.73,1.51,-1.7,8.6,2,0.882,77.6,0
HIST-00155,Planet International 0155,Logistics,Japan,2021-10-14,23.8,2,0.919,1.8,0.0312,11137,0.888,0.0262,1.4,698,1.19,1.37,8.2,0.5,9,0.872,82.8,0
HIST-00156,Nakatomi Worldwide 0156,Food,Mexico,2019-09-29,7.6,2,0.778,0.5,0.0241,4690,0.847,0.0421,1.0,659,1.33,1.61,-0.1,9.4,6,0.977,76.7,0
HIST-00157,Zenith Solutions 0157,Machinery,Poland,2019-08-13,4.4,2,0.771,12.5,0.0474,3840,0.843,0.0362,44.2,600,2.07,1.02,0.1,0.5,6,0.686,71.1,1
HIST-00158,Summit Supply Co 0158,Logistics,Japan,2024-12-10,11.7,1,0.835,1.6,0.0109,4892,0.948,0.0088,2.4,613,1.79,1.46,-9.7,1.1,2,0.729,82.8,0
HIST-00159,Dunder Limited 0159,Raw Materials,Mexico,2019-10-30,2.9,1,0.899,2.7,0.006,2656,1.0,0.0459,0.0,772,1.4,2.6,8.6,18.4,1,1.0,96.0,0
HIST-00160,Hooli Industries 0160,Electronics,Poland,2021-11-14,15.6,1,0.787,5.7,0.0587,5028,0.857,0.0348,27.6,646,1.68,1.61,-1.6,2.7,3,0.936,80.4,0
HIST-00161,Acme Supply Co 0161,Food,USA,2020-12-13,5.4,2,0.793,1.0,0.0315,1384,0.903,0.0401,4.3,653,1.87,1.63,-6.1,0.5,4,0.612,73.0,0
HIST-00162,Gringotts Systems 0162,Chemicals,Germany,2022-08-14,25.1,2,0.832,1.0,0.006,881,0.941,0.0371,1.1,658,1.8,1.26,-3.2,7.5,0,0.853,86.7,0
HIST-00163,Apex Group 0163,Packaging,Vietnam,2022-02-13,3.8,2,0.956,0.0,0.0031,4399,1.0,0.0253,0.0,850,0.99,1.92,13.0,12.2,1,1.0,100.0,0
HIST-00164,Wayne Solutions 0164,Packaging,Turkey,2023-06-30,4.3,2,0.842,2.1,0.0167,804,0.827,0.0553,6.4,581,1.6,0.71,-0.4,0.5,3,0.86,83.8,1
HIST-00165,Pym Trading 0165,Food,Brazil,2023-08-26,7.9,2,0.868,0.8,0.0152,6265,0.977,0.0247,7.8,612,1.25,1.93,4.8,6.8,10,0.818,76.2,0
HIST-00166,Planet Industries 0166,Machinery,Brazil,2018-08-04,4.2,2,0.852,2.4,0.0509,2095,0.83,0.0543,5.0,638,0.91,0.98,2.8,2.3,4,0.665,74.9,0
HIST-00167,Genco Solutions 0167,Packaging,China,2019-02-28,9.9,2,0.726,1.9,0.0419,23225,0.847,0.0408,8.7,666,1.84,0.66,-12.2,1.4,1,0.629,69.5,0
HIST-00168,Nakatomi Holdings 0168,Electronics,USA,2019-08-15,15.3,2,0.869,1.2,0.0374,3516,0.879,0.0476,12.3,738,0.57,2.61,7.9,10.8,2,0.945,86.9,0
HIST-00169,Roxxon LLC 0169,Logistics,Japan,2019-06-07,9.2,2,0.889,6.9,0.0116,2284,0.985,0.0136,0.7,733,1.02,1.25,5.1,11.1,5,0.943,78.3,0
HIST-00170,Bluth Logistics 0170,Logistics,Germany,2021-01-13,14.8,2,0.904,0.3,0.0664,3154,0.919,0.0797,7.8,702,0.68,1.82,6.9,7.1,0,0.897,95.8,0
HIST-00171,Dunder Logistics 0171,Electronics,Vietnam,2020-04-11,12.2,3,0.794,4.6,0.0294,451,0.87,0.0642,4.1,635,0.94,0.49,1.2,3.9,5,0.816,75.9,1
HIST-00172,Pied Piper Partners 0172,Packaging,Mexico,2021-02-24,10.6,3,0.891,0.9,0.0194,14609,0.949,0.1389,4.4,657,0.63,1.79,6.3,11.5,1,0.953,82.5,0
HIST-00173,Acme Logistics 0173,Packaging,Poland,2018-05-16,5.5,3,0.795,16.7,0.0572,165,0.855,0.0469,2.2,666,1.24,1.15,-4.7,5.7,3,0.773,76.8,1
HIST-00174,Soylent Corp 0174,Chemicals,Germany,2020-01-01,8.9,2,0.792,7.6,0.0519,1818,0.937,0.0443,17.1,663,1.48,2.16,6.7,9.9,4,0.8,91.8,0
HIST-00175,Wayne Partners 0175,Chemicals,Poland,2023-08-21,20.1,2,0.83,10.6,0.0326,790,0.87,0.0617,3.8,700,1.54,0.99,-4.9,5.2,5,0.643,82.6,1
HIST-00176,Rand Solutions 0176,Textiles,Mexico,2022-03-01,19.4,1,0.811,16.9,0.0219,3294,0.866,0.0187,8.9,622,1.59,1.6,5.0,6.8,4,0.817,64.4,0
HIST-00177,Weyland Holdings 0177,Packaging,Brazil,2019-02-21,16.0,3,0.805,1.4,0.0128,1555,0.953,0.0909,0.0,811,0.86,2.95,9.8,17.0,1,0.931,100.0,0
HIST-00178,Vortex Group 0178,Chemicals,Turkey,2018-06-11,6.0,2,0.89,0.9,0.023,691,1.0,0.0707,2.5,730,0.54,1.51,6.6,7.4,9,0.825,88.4,0
HIST-00179,Weyland Logistics 0179,Food,Mexico,2020-01-15,23.6,1,0.934,24.0,0.0165,1633,0.951,0.0314,23.0,781,0.42,1.57,3.0,9.1,3,0.911,80.8,0
HIST-00180,Sterling Supply Co 0180,Textiles,Vietnam,2018-12-11,6.4,1,0.937,4.1,0.031,2827,0.913,0.0698,7.6,675,0.22,1.81,9.5,12.4,4,0.911,79.0,0
HIST-00181,Yutani Trading 0181,Electronics,China,2022-07-30,11.1,2,0.817,0.3,0.0311,7057,0.884,0.0504,4.3,648,2.04,0.96,4.9,2.5,5,0.784,70.1,0
HIST-00182,Genco Limited 0182,Chemicals,Vietnam,2019-01-07,30.1,2,0.928,1.7,0.0295,1073,0.861,0.0298,21.8,640,1.46,1.75,-3.0,4.0,2,0.676,75.0,0
HIST-00183,Massive Dynamic Worldwide 0183,Electronics,Vietnam,2018-12-27,2.5,2,0.926,0.8,0.0259,9521,0.993,0.0224,2.7,758,1.44,2.46,2.5,11.5,1,0.951,84.4,0
HIST-00184,Weyland Supply Co 0184,Logistics,Japan,2019-08-24,11.1,2,0.908,7.4,0.0556,2736,0.896,0.0333,3.1,702,1.76,1.68,1.0,2.9,6,0.818,82.1,1
HIST-00185,Roxxon Trading 0185,Food,Turkey,2022-06-12,18.0,3,0.791,5.7,0.0247,9964,0.918,0.0839,25.7,676,0.67,1.11,7.7,5.7,6,0.824,75.6,0
HIST-00186,Pym Trading 0186,Food,Vietnam,2022-08-21,8.6,3,0.82,5.8,0.0209,3643,0.963,0.119,7.6,663,0.77,1.67,16.4,2.3,2,0.865,73.2,0
HIST-00187,Daily Manufacturing 0187,Packaging,India,2022-11-14,2.6,3,0.97,0.0,0.0133,3350,0.998,0.0261,0.0,769,0.63,2.1,10.2,13.1,0,0.958,97.7,0
HIST-00188,Roxxon Systems 0188,Food,Japan,2024-02-22,19.2,2,0.899,1.3,0.0399,13415,0.938,0.0587,5.7,781,0.23,2.31,15.4,14.6,0,1.0,83.3,0
HIST-00189,Wonka Partners 0189,Logistics,USA,2021-05-31,23.2,2,0.887,6.4,0.0101,1644,0.967,0.0775,21.8,750,0.71,1.56,3.0,11.2,0,0.968,92.4,0
HIST-00190,Cooper Trading 0190,Machinery,Mexico,2019-01-11,27.9,2,0.925,1.9,0.034,2131,0.954,0.0819,9.5,588,1.29,1.18,2.4,5.4,2,0.686,90.7,0
HIST-00191,Tyrell Holdings 0191,Raw Materials,Brazil,2021-09-16,4.8,1,0.895,3.3,0.021,6097,0.922,0.0668,16.1,657,1.09,0.52,-10.6,2.9,3,0.662,81.6,0
HIST-00192,Wayne Tech Industries 0192,Chemicals,India,2023-02-10,3.2,2,0.928,2.7,0.0384,2247,0.958,0.036,0.0,782,0.05,2.36,5.6,11.9,0,0.97,92.3,0
HIST-00193,Krusty Partners 0193,Packaging,Mexico,2018-09-24,13.2,2,1.0,0.6,0.0065,3472,1.0,0.0186,2.6,742,0.67,2.34,17.1,15.2,0,0.755,87.1,0
HIST-00194,Acme Holdings 0194,Chemicals,India,2022-04-30,35.1,3,0.744,5.5,0.018,731,0.848,0.0395,17.1,703,0.24,1.96,0.8,6.6,7,0.817,79.5,1
HIST-00195,Rand International 0195,Raw Materials,Turkey,2024-10-17,9.3,1,0.92,1.4,0.0152,11225,0.901,0.0432,10.1,776,1.19,2.01,13.2,9.6,1,0.937,87.8,0
HIST-00196,Massive Dynamic Partners 0196,Textiles,USA,2019-10-05,20.8,2,0.874,2.4,0.0216,8106,0.975,0.0417,4.7,713,0.76,2.15,13.2,12.0,2,0.862,91.7,0
HIST-00197,Umbrella Worldwide 0197,Packaging,Brazil,2022-12-28,7.1,1,1.0,0.0,0.0332,2326,0.902,0.0191,0.0,801,0.05,1.72,7.3,12.3,2,1.0,100.0,0
HIST-00198,Pinnacle Corp 0198,Logistics,Mexico,2020-01-26,16.0,2,1.0,2.2,0.0229,26867,0.978,0.0914,13.0,725,1.79,2.29,7.2,10.5,0,0.965,86.4,0
HIST-00199,Daily Solutions 0199,Packaging,Turkey,2020-03-01,17.9,2,0.817,6.6,0.02,10564,0.881,0.0243,4.7,675,0.07,2.34,0.3,4.5,4,0.908,80.8,0
HIST-00200,Yutani Industries 0200,Chemicals,Poland,2024-06-18,8.3,2,0.951,0.0,0.049,525,0.962,0.0295,4.3,807,0.05,2.61,13.1,14.1,1,1.0,100.0,0
HIST-00201,Cogswell Partners 0201,Raw Materials,Turkey,2018-07-24,31.6,3,0.829,6.6,0.0452,3957,0.872,0.0993,11.1,620,0.48,0.2,0.2,0.5,4,0.898,84.8,0
HIST-00202,Roxxon Partners 0202,Chemicals,Poland,2018-09-27,10.0,2,0.94,5.9,0.0158,9834,0.915,0.0153,0.0,747,1.07,2.14,13.0,9.7,0,1.0,91.6,0
HIST-00203,Yutani LLC 0203,Chemicals,India,2019-01-18,32.9,3,0.877,5.7,0.0289,3602,0.934,0.0527,3.4,703,1.49,2.16,9.1,10.8,1,0.939,88.0,0
HIST-00204,Acme Systems 0204,Textiles,China,2024-02-17,6.7,3,0.939,1.6,0.0246,15479,1.0,0.0951,4.0,645,0.82,1.69,11.0,13.1,4,0.967,94.6,0
HIST-00205,Zenith Solutions 0205,Textiles,Brazil,2021-05-03,4.3,3,1.0,0.0,0.0314,16891,0.943,0.0221,0.0,752,0.47,2.17,20.8,10.1,1,1.0,100.0,0
HIST-00206,Bluth Manufacturing 0206,Packaging,Germany,2019-09-21,2.5,1,0.979,0.0,0.0049,457,1.0,0.0079,0.0,766,0.55,2.05,30.7,15.7,1,1.0,93.6,0
HIST-00207,Cortex Logistics 0207,Machinery,Japan,2023-09-29,21.7,2,0.747,6.7,0.0683,1139,0.819,0.1167,17.4,618,1.11,0.85,-4.7,6.1,5,0.75,88.6,0
HIST-00208,Gringotts Systems 0208,Raw Materials,Poland,2020-11-11,12.8,1,0.807,2.4,0.0493,6109,0.861,0.0356,27.5,587,1.38,1.19,-1.4,0.5,4,0.653,71.7,1
HIST-00209,Vandelay Group 0209,Food,China,2018-04-24,8.2,2,0.906,0.0,0.0446,13386,0.941,0.0287,2.7,670,0.31,2.14,8.4,13.2,1,0.971,100.0,0
HIST-00210,Stark Systems 0210,Packaging,Japan,2019-09-15,6.4,2,0.795,2.1,0.0283,2248,0.88,0.065,16.6,693,1.6,0.72,-0.5,0.5,4,0.769,73.0,0
HIST-00211,Bluth Worldwide 0211,Raw Materials,Turkey,2020-03-03,7.6,2,0.907,1.9,0.0482,755,1.0,0.0419,1.3,678,0.97,2.2,7.8,8.5,4,0.838,91.3,0
HIST-00212,Spacely Holdings 0212,Raw Materials,Japan,2018-04-04,24.8,2,0.952,0.0,0.0262,1300,1.0,0.029,10.3,683,0.06,2.2,9.7,12.3,0,0.903,92.3,0
HIST-00213,Bluth Worldwide 0213,Chemicals,USA,2022-10-29,15.9,1,0.868,1.4,0.0238,14857,0.866,0.0307,35.4,610,1.54,0.6,-5.6,0.5,2,0.76,67.3,0
HIST-00214,Globex Holdings 0214,Packaging,Japan,2020-06-13,1.7,3,0.76,1.8,0.0573,2496,0.778,0.06,8.1,589,2.69,2.14,-7.5,0.5,3,0.712,77.0,0
HIST-00215,Duff Logistics 0215,Raw Materials,Japan,2020-10-20,3.8,2,0.896,4.0,0.0451,2555,0.958,0.0546,1.3,738,1.07,2.28,1.6,9.7,2,0.905,88.4,0
HIST-00216,Nakatomi Group 0216,Logistics,Brazil,2021-05-25,3.2,1,0.841,4.1,0.0241,708,0.931,0.0688,6.6,686,0.05,1.16,9.2,10.7,1,0.922,95.0,0
HIST-00217,Wayne Tech Systems 0217,Food,Mexico,2021-03-30,13.6,2,0.836,9.9,0.0348,645,0.86,0.0261,6.6,758,1.21,1.67,-7.7,6.8,9,0.856,79.3,0
HIST-00218,Oscorp Group 0218,Raw Materials,Vietnam,2018-06-02,11.8,2,0.82,8.9,0.0074,8126,0.898,0.0654,1.8,712,1.73,1.5,6.8,7.3,1,0.874,85.1,0
HIST-00219,Soylent Corp 0219,Chemicals,Japan,2024-10-27,19.6,1,0.873,3.6,0.0492,1222,0.909,0.0284,3.8,738,1.09,0.78,-7.1,2.1,6,0.718,81.0,0
HIST-00220,Compu Limited 0220,Logistics,Mexico,2019-09-19,7.8,2,0.785,12.0,0.0314,10696,0.81,0.0274,9.1,582,0.96,0.2,-8.8,0.5,7,0.621,81.6,0
HIST-00221,Weyland International 0221,Packaging,China,2020-02-11,8.4,2,0.857,3.4,0.038,4029,0.918,0.0377,1.0,657,1.49,1.91,-5.2,4.5,6,0.921,89.7,0
HIST-00222,Initech Partners 0222,Textiles,Mexico,2020-01-25,6.8,3,0.819,7.1,0.0503,2982,0.87,0.0491,19.4,691,0.95,1.17,-0.2,5.0,5,0.772,78.4,0
HIST-00223,Yutani Logistics 0223,Packaging,Brazil,2023-09-01,17.4,2,0.769,4.6,0.0338,5976,0.843,0.0304,9.1,591,1.59,0.99,-5.0,3.3,3,0.759,73.7,0
HIST-00224,Pinnacle Systems 0224,Raw Materials,Vietnam,2018-11-16,4.4,3,0.924,1.6,0.0168,2266,0.949,0.0251,3.7,800,0.35,1.68,14.6,7.0,0,0.861,97.1,0
HIST-00225,Hardman Worldwide 0225,Raw Materials,Turkey,2024-04-17,7.1,2,0.925,4.0,0.0104,4483,0.916,0.0287,2.3,686,1.11,1.43,5.4,8.5,6,1.0,80.0,0
HIST-00226,Nakatomi Manufacturing 0226,Textiles,Japan,2019-07-26,2.3,1,0.864,9.6,0.0095,23416,0.987,0.0509,8.5,653,1.27,2.67,4.7,9.0,1,0.851,90.1,0
HIST-00227,Wonka Industries 0227,Chemicals,Brazil,2019-09-10,17.9,1,0.923,3.5,0.0134,6454,0.836,0.0667,17.7,567,1.01,0.9,5.1,1.4,1,0.769,68.2,0
HIST-00228,Roxxon Solutions 0228,Textiles,Turkey,2019-04-01,3.7,3,0.786,3.2,0.0521,685,0.889,0.083,34.7,718,1.71,1.24,2.3,6.1,2,0.844,82.5,1
HIST-00229,Dunder Group 0229,Textiles,Brazil,2018-05-15,7.4,1,0.806,1.6,0.0219,2531,0.906,0.0795,9.5,625,1.44,0.4,8.5,5.6,6,0.801,80.2,0
HIST-00230,Mifflin Supply Co 0230,Textiles,Brazil,2021-04-14,10.4,2,0.805,3.4,0.0251,159,0.867,0.0403,9.8,700,1.46,1.07,1.1,8.3,5,0.835,76.9,0
HIST-00231,Vertex Worldwide 0231,Packaging,Japan,2024-06-12,8.0,1,0.835,1.8,0.0007,1728,0.871,0.1528,2.9,668,0.05,2.19,7.7,8.6,2,0.934,85.3,0
HIST-00232,Gringotts Partners 0232,Raw Materials,Germany,2021-05-02,1.7,3,0.818,1.3,0.0294,10070,0.938,0.0185,19.2,666,1.61,1.73,-0.4,0.6,2,0.777,84.6,0
HIST-00233,Gringotts LLC 0233,Food,Poland,2023-08-06,15.3,2,0.955,0.4,0.0392,15497,0.972,0.0687,7.3,775,0.12,2.2,0.5,9.4,2,0.788,100.0,0
HIST-00234,Genco Trading 0234,Electronics,China,2019-09-15,17.9,2,0.798,1.5,0.0218,3286,0.878,0.0181,16.8,735,0.21,2.04,1.8,11.5,0,0.837,92.7,0
HIST-00235,Globex Partners 0235,Chemicals,Germany,2020-04-29,11.7,3,0.963,0.0,0.0256,1983,0.918,0.0884,4.9,791,0.48,2.94,20.7,18.5,2,0.873,93.2,0
HIST-00236,Hardman Limited 0236,Textiles,USA,2024-10-09,8.0,2,0.832,1.7,0.0373,11573,0.92,0.0548,35.2,578,0.75,0.23,1.1,0.5,3,0.753,78.4,0
HIST-00237,Dunder Corp 0237,Logistics,Vietnam,2024-10-08,10.2,2,0.95,2.1,0.0281,2665,0.922,0.0401,10.0,783,0.65,1.46,10.6,18.4,0,1.0,93.6,0
HIST-00238,Pinnacle Logistics 0238,Textiles,China,2023-01-30,38.7,3,0.87,2.0,0.0336,2255,0.929,0.0681,3.2,650,1.12,2.01,-6.2,7.2,1,0.799,80.3,0
HIST-00239,Mifflin Partners 0239,Food,Germany,2021-08-27,5.9,3,0.862,6.3,0.0211,3057,0.941,0.0397,10.8,751,1.07,1.57,4.8,10.5,4,0.662,87.5,0
HIST-00240,Pym Supply Co 0240,Machinery,Mexico,2020-07-18,5.2,1,0.799,2.4,0.0112,4104,0.861,0.0543,16.1,680,1.52,1.42,-0.8,0.5,3,0.599,73.4,0
HIST-00241,Pinnacle Manufacturing 0241,Machinery,Poland,2024-05-14,18.8,3,0.866,7.5,0.0234,1183,0.824,0.1236,3.0,685,1.44,0.74,-1.3,7.9,2,0.832,94.0,0
HIST-00242,Cogswell Holdings 0242,Textiles,Brazil,2020-06-23,32.2,1,0.954,1.5,0.0244,3116,0.916,0.032,0.0,705,0.49,2.02,11.3,5.3,4,0.895,100.0,0
HIST-00243,Soylent Manufacturing 0243,Raw Materials,Poland,2019-01-10,21.7,2,0.909,2.6,0.0218,2610,0.921,0.0323,10.2,672,0.05,1.32,8.1,6.0,4,0.659,83.0,0
HIST-00244,Vandelay LLC 0244,Food,India,2018-02-14,11.0,2,0.89,0.0,0.0366,13112,0.929,0.0442,13.1,744,1.74,1.46,7.7,7.3,0,0.83,85.9,0
HIST-00245,Cogswell International 0245,Chemicals,Vietnam,2019-12-23,32.2,2,0.838,2.6,0.0215,4737,0.865,0.0495,5.5,659,1.99,0.96,10.0,7.9,4,0.872,86.0,0
HIST-00246,Wonka Partners 0246,Logistics,Mexico,2018-02-06,7.4,2,0.923,0.0,0.023,1904,1.0,0.0563,0.0,711,0.87,2.29,8.1,19.2,3,0.935,88.7,0
HIST-00247,Globex Logistics 0247,Chemicals,Japan,2021-10-21,16.2,1,0.932,1.3,0.0057,1751,0.914,0.0103,1.3,660,1.45,0.77,2.8,10.0,7,1.0,89.5,0
HIST-00248,Daily Solutions 0248,Raw Materials,India,2021-05-22,2.6,3,0.787,8.1,0.0538,3135,0.786,0.0871,40.3,598,1.71,0.34,4.1,0.5,5,0.645,62.2,1
HIST-00249,Dunder International 0249,Textiles,Brazil,2023-08-29,19.2,2,0.724,4.5,0.0212,2334,0.85,0.0232,21.3,659,1.37,1.19,0.3,0.5,4,0.835,84.4,1
HIST-00250,Genco Worldwide 0250,Packaging,Brazil,2020-02-13,10.7,2,0.696,2.2,0.088,6105,0.793,0.0678,6.5,551,1.34,1.32,-12.6,0.5,5,0.686,74.3,0
HIST-00251,Nakatomi LLC 0251,Electronics,Vietnam,2024-09-21,25.1,1,0.642,3.5,0.0562,233,0.71,0.1024,52.5,497,1.25,0.2,-10.2,0.5,2,0.635,47.7,1
HIST-00252,Compu Partners 0252,Textiles,Turkey,2018-12-30,1.3,1,0.841,13.8,0.0232,1355,0.883,0.0349,4.3,757,0.85,0.95,1.2,10.7,3,0.807,93.4,0
HIST-00253,Wayne Group 0253,Logistics,Japan,2021-05-07,14.3,1,0.926,5.7,0.0073,14323,0.937,0.027,0.9,822,0.05,2.66,10.2,7.3,2,1.0,100.0,0
HIST-00254,Cooper Corp 0254,Electronics,Vietnam,2020-08-11,10.5,2,0.881,0.0,0.073,843,0.94,0.0594,7.6,695,0.69,2.23,7.3,2.1,2,0.741,84.4,0
HIST-00255,Rand Supply Co 0255,Packaging,Mexico,2021-08-11,9.4,2,0.792,2.2,0.0343,3556,0.842,0.0347,34.5,649,2.4,1.74,-3.6,5.9,5,0.82,76.8,0
HIST-00256,Stark LLC 0256,Machinery,Turkey,2019-09-23,13.0,2,0.897,1.9,0.0349,274,0.836,0.0616,3.5,641,1.15,1.34,5.7,1.0,4,0.788,70.6,0
HIST-00257,Vandelay Partners 0257,Packaging,USA,2023-06-30,8.8,2,0.889,4.0,0.0468,2179,0.915,0.1259,3.6,762,1.0,2.38,11.4,17.5,0,0.866,93.9,0
HIST-00258,Yutani Worldwide 0258,Textiles,Vietnam,2024-01-01,18.3,2,0.835,0.5,0.0204,6259,0.956,0.0289,1.8,748,1.48,1.62,6.5,8.3,0,0.791,80.7,0
HIST-00259,Duff Manufacturing 0259,Textiles,Turkey,2023-03-15,4.3,2,0.823,3.5,0.026,13946,0.916,0.0391,1.6,738,0.75,1.73,16.6,12.0,0,0.796,91.6,0
HIST-00260,Roxxon Trading 0260,Food,China,2023-02-04,15.1,1,0.878,11.2,0.0237,8137,0.943,0.0643,4.5,722,0.79,1.72,14.6,5.5,4,0.976,80.1,0
HIST-00261,Wayne Tech Worldwide 0261,Raw Materials,Brazil,2019-10-02,22.8,2,0.879,5.4,0.07,407,0.864,0.0475,7.9,773,0.58,1.67,7.4,4.9,0,0.83,77.6,0
HIST-00262,Rand Limited 0262,Logistics,Turkey,2018-03-11,5.1,3,0.85,1.0,0.0127,1664,0.978,0.0703,7.0,821,1.07,2.65,14.1,19.7,1,1.0,92.8,0
HIST-00263,Gringotts Holdings 0263,Textiles,USA,2019-01-27,35.6,3,0.812,8.3,0.0567,1478,0.849,0.0595,20.0,753,0.72,1.77,11.3,13.6,1,0.781,90.0,0
HIST-00264,Initech Holdings 0264,Packaging,USA,2022-05-12,10.6,2,0.8,0.0,0.0585,946,1.0,0.0379,0.4,764,1.22,1.53,2.8,6.7,1,0.956,89.5,0
HIST-00265,Wayne Tech Manufacturing 0265,Chemicals,Japan,2024-04-18,6.6,2,0.826,1.5,0.0488,1574,0.814,0.0528,3.4,610,1.35,1.41,2.2,7.0,1,0.708,89.1,0
HIST-00266,Cogswell Partners 0266,Electronics,Brazil,2018-10-22,15.9,3,0.832,14.3,0.0386,4040,0.912,0.0581,0.3,706,0.06,1.69,10.9,16.2,2,0.885,90.0,0
HIST-00267,Globex LLC 0267,Machinery,Poland,2020-12-19,15.5,2,0.777,4.5,0.0599,830,0.865,0.0615,2.3,630,0.56,0.97,1.3,7.9,4,0.841,84.8,0
HIST-00268,Soylent Corp 0268,Electronics,Poland,2024-05-15,13.7,1,0.937,0.0,0.0207,1531,1.0,0.0221,0.0,760,0.16,1.99,9.7,14.0,1,0.948,95.9,0
HIST-00269,Sterling Worldwide 0269,Machinery,Vietnam,2020-11-21,2.8,1,0.853,5.0,0.0199,589,0.847,0.0559,7.1,635,1.59,0.58,-11.1,7.3,4,0.694,78.8,0
HIST-00270,Zenith Industries 0270,Textiles,India,2021-10-05,18.9,2,0.977,0.5,0.0358,541,0.807,0.0442,7.1,673,1.72,1.34,13.3,9.0,6,0.818,77.8,0
HIST-00271,Weyland Corp 0271,Machinery,Turkey,2022-07-22,18.7,1,0.99,1.0,0.0278,6570,0.914,0.0608,0.5,701,0.82,1.79,-4.1,12.1,7,0.832,98.0,0
HIST-00272,Genco Solutions 0272,Textiles,Japan,2022-10-21,6.1,2,0.75,4.8,0.0515,1931,0.866,0.0728,7.2,635,1.56,0.97,0.2,0.5,5,0.68,73.9,0
HIST-00273,Krusty Limited 0273,Textiles,Vietnam,2022-11-08,31.8,3,0.898,1.9,0.0462,9907,0.897,0.0242,5.2,850,0.29,2.13,15.2,19.3,0,1.0,97.9,0
HIST-00274,Krusty Corp 0274,Electronics,Poland,2018-05-08,10.2,2,0.829,0.6,0.0307,3328,0.927,0.0684,3.7,755,0.15,1.41,20.6,21.9,0,0.932,92.2,0
HIST-00275,Globex Systems 0275,Machinery,Poland,2024-10-17,14.1,2,0.732,0.7,0.0102,1924,0.923,0.0847,7.2,674,0.79,1.07,5.2,5.6,3,0.758,77.2,0
